N      Algoritmo 1     Algoritmo 2
5     0.003814697265625      0.0050067901611328125
10     0.025987625122070312      0.003814697265625
15     0.2639293670654297      0.0040531158447265625
20     3.152132034301758      0.012636184692382812
25     32.53602981567383      0.019073486328125
30     349.4579792022705      0.01811981201171875
35     3902.1849632263184      0.02002716064453125
40     44051.34701728821      0.018835067749023438
45     537872.5588321686      0.02002716064453125
